"last_name, first_name","player_id","year","single","double","triple","home_run","strikeout","walk","batting_avg","on_base_plus_slg","b_rbi","b_total_bases","r_total_stolen_base","barrel_batted_rate","in_zone_percent"
"Pujols, Albert","405395","2019","75","22","0","23","68","43",".244","0.735","93","211","3",5.8,47.3
"Cabrera, Miguel","408234","2019","106","21","0","12","108","48",".282","0.744","59","196","0",6.4,46
"Choo, Shin-Soo","425783","2019","92","31","2","24","165","78",".265","0.826","61","256","15",8.8,49.8
"Jones, Adam","430945","2019","84","25","1","16","101","31",".260","0.727","67","201","2",6.7,46.2
"Cruz Jr., Nelson","443558","2019","74","26","0","41","131","56",".311","1.031","108","290","0",19.9,44.5
"Longoria, Evan","446334","2019","74","19","2","20","112","43",".254","0.762","69","198","3",7.5,48.7
"Fowler, Dexter","451594","2019","72","24","1","19","142","74",".238","0.755","67","199","8",7.4,45.2
"Cabrera, Asdrúbal","452678","2019","72","25","1","18","103","57",".260","0.783","91","197","4",5.7,49.4
"Blackmon, Charlie","453568","2019","101","42","7","32","104","40",".314","0.940","86","334","2",8.3,48.7
"Cain, Lorenzo","456715","2019","105","30","0","11","106","50",".260","0.697","48","209","18",4.1,48.4
"Turner, Justin","457759","2019","88","24","0","27","88","51",".290","0.881","67","244","2",7.8,49.7
"Votto, Joey","458015","2019","89","32","1","15","123","76",".261","0.768","47","216","5",6.9,48
"Gardner, Brett","458731","2019","62","26","7","28","108","52",".251","0.828","74","247","10",4.1,48.6
"Braun, Ryan","460075","2019","76","31","2","22","105","34",".285","0.848","75","232","11",9.5,44.9
"Gordon, Alex","460086","2019","103","31","1","13","100","51",".266","0.741","76","220","5",5.4,48.4
"Andrus, Elvis","462101","2019","122","27","4","12","96","34",".275","0.706","72","236","31",3.5,48.6
"Ramos, Wilson","467092","2019","103","19","0","14","69","44",".288","0.767","73","197","1",4.7,48.5
"Santana, Carlos","467793","2019","96","30","1","34","108","108",".281","0.912","93","295","4",9.6,46.8
"Belt, Brandon","474832","2019","71","32","3","17","127","83",".234","0.742","57","212","4",8.7,45
"Brantley Jr., Michael","488726","2019","115","40","2","22","66","51",".311","0.875","90","289","3",5.5,50.5
"Gurriel Jr., Yuli","493329","2019","95","40","2","31","65","37",".298","0.884","104","305","5",3.6,47.7
"Rojas, Miguel","500743","2019","102","29","1","5","62","32",".284","0.710","46","183","9",2.6,50.2
"Escobar, Eduardo","500871","2019","97","29","10","35","130","50",".269","0.831","118","325","5",7,44
"Davis, Khris","501981","2019","72","11","0","23","146","47",".220","0.680","73","186","0",9.8,46.4
"Pham, Tommy","502054","2019","99","33","2","21","123","81",".273","0.819","68","255","25",7.9,48.5
"Martinez, J.D.","502110","2019","104","33","2","36","138","72",".304","0.940","105","320","2",12,46
"Reddick, Josh","502210","2019","102","19","3","14","66","36",".275","0.728","56","205","5",3.4,48.1
"Goldschmidt, Paul","502671","2019","95","25","1","34","166","78",".260","0.822","97","284","3",11.3,47.5
"Altuve, Jose","514888","2019","88","27","3","31","82","41",".298","0.903","74","275","6",8.1,46
"Hernández, César","514917","2019","123","31","3","14","100","45",".279","0.741","71","250","9",2.7,49.7
"Segura, Jean","516416","2019","108","37","4","12","73","30",".280","0.743","60","242","10",3.2,46.8
"Castro, Starlin","516770","2019","115","31","4","22","111","28",".270","0.736","86","277","2",6.2,49.4
"Marte, Starling","516782","2019","99","31","6","23","94","25",".295","0.845","82","271","25",8,46.6
"Donaldson, Josh","518626","2019","72","33","0","37","155","100",".259","0.900","94","286","4",15.7,45.3
"Freeman, Freddie","518692","2019","102","34","2","38","127","87",".295","0.938","121","328","6",12.3,44.4
"Grandal, Yasmani","518735","2019","70","26","2","28","139","109",".246","0.848","77","240","5",11.3,46.1
"Heyward, Jason","518792","2019","84","20","4","21","110","68",".251","0.772","62","220","8",5.7,45.8
"LeMahieu, DJ","518934","2019","136","33","2","26","90","46",".327","0.893","102","312","5",7.5,48.9
"Moustakas, Mike","519058","2019","67","30","1","35","98","53",".254","0.845","87","270","3",10.3,45.4
"Rizzo, Anthony","519203","2019","91","29","3","27","86","71",".293","0.925","94","266","5",6.8,43.8
"Galvis, Freddy","520471","2019","93","28","1","23","145","28",".260","0.734","70","244","4",5.5,47.5
"García, Avisaíl","541645","2019","91","25","2","20","125","31",".282","0.796","72","227","10",11.7,44.9
"Ozuna, Marcell","542303","2019","64","23","1","29","114","62",".241","0.800","89","229","12",12.1,42.7
"Villar, Jonathan","542340","2019","114","33","5","24","176","61",".274","0.792","73","291","40",6.8,47
"Santana, Danny","542454","2019","77","23","6","28","151","25",".283","0.858","81","253","21",9.5,48.6
"Crawford, Brandon","543063","2019","77","24","2","11","117","53",".228","0.654","59","175","3",5.4,47.1
"Hosmer, Eric","543333","2019","111","29","2","22","163","40",".265","0.735","99","263","0",7.2,44
"Kipnis, Jason","543401","2019","71","23","1","17","88","40",".245","0.714","65","188","7",5.5,49.8
"Rendon, Anthony","543685","2019","93","44","3","34","86","80",".319","1.010","126","326","5",12,47.3
"Semien, Marcus","543760","2019","104","43","7","33","102","87",".285","0.891","92","343","10",8.5,48.6
"Springer III, George","543807","2019","78","20","3","39","113","67",".292","0.974","96","283","6",14.1,47.7
"Vázquez, Christian","543877","2019","83","26","1","23","101","33",".276","0.797","72","230","4",5.9,48.7
"Wong, Kolten","543939","2019","96","25","4","11","83","47",".285","0.784","59","202","24",2.2,49
"Garcia, Leury","544725","2019","123","27","3","8","139","21",".279","0.688","40","218","15",3.8,49.8
"Grichuk, Randal","545341","2019","71","29","5","31","163","35",".232","0.737","80","268","2",8.5,46.8
"Trout, Mike","545361","2019","63","27","2","45","120","110",".291","1.083","104","303","11",18.9,47.3
"Harper, Bryce","547180","2019","77","36","1","35","178","99",".260","0.882","114","292","15",14.8,41.9
"Abreu, José","547989","2019","108","38","1","33","152","36",".284","0.833","123","319","2",12.8,46.5
"Suárez, Eugenio","553993","2019","83","22","2","49","189","70",".271","0.930","103","329","3",13.8,47.5
"Santana, Domingo","570267","2019","72","20","1","21","164","50",".253","0.770","69","199","8",12.1,49.4
"Sánchez, Yolmer","570560","2019","99","20","4","2","117","44",".252","0.639","43","159","5",1,48.4
"Arenado, Nolan","571448","2019","111","31","2","41","93","62",".315","0.962","118","343","3",8,43.4
"Muncy, Max","571970","2019","64","22","1","35","149","90",".251","0.889","98","251","4",12,47.2
"Voit III, Luke","572228","2019","70","21","1","21","142","71",".263","0.842","62","199","0",13.9,45.6
"Walker, Christian","572233","2019","81","26","1","29","155","67",".259","0.824","73","252","8",13.1,48.5
"Iglesias, Jose","578428","2019","110","21","3","11","70","20",".288","0.725","59","205","6",2.3,45.3
"Bryant, Kris","592178","2019","86","35","1","31","145","74",".282","0.903","77","283","4",9.3,45.4
"Castellanos, Nick","592206","2019","90","58","3","27","143","41",".289","0.862","73","323","2",10.9,45.1
"Machado, Manny","592518","2019","95","21","2","32","128","65",".256","0.796","85","271","5",8,44.8
"Moran, Colin","592567","2019","85","30","1","13","117","30",".277","0.751","80","200","0",7.4,44.7
"Pederson, Joc","592626","2019","57","16","3","36","111","50",".249","0.877","74","242","1",10.3,46.5
"Realmuto, J.T.","592663","2019","84","36","3","25","123","41",".275","0.821","83","265","9",8.7,47.8
"Rosario, Eddie","592696","2019","94","28","1","32","86","22",".276","0.800","109","281","3",8.5,43.1
"Yelich, Christian","592885","2019","85","29","3","44","118","80",".329","1.100","97","328","30",15.8,41.3
"Merrifield, Whit","593160","2019","139","41","10","16","126","45",".302","0.811","74","315","20",4.5,49.6
"Bogaerts, Xander","593428","2019","105","52","0","33","122","76",".309","0.939","117","341","4",8.6,47.4
"Alberto, Hanser","593643","2019","125","21","2","12","50","16",".305","0.751","51","221","4",2.9,47.2
"Polanco, Jorge","593871","2019","117","40","7","22","116","60",".295","0.841","79","306","4",6.7,46.2
"Calhoun, Kole","594777","2019","65","29","1","33","162","70",".232","0.792","74","258","4",11.2,46.6
"Eaton, Adam","594809","2019","111","25","7","15","106","65",".279","0.793","49","242","15",3.8,47.4
"Profar, Jurickson","595777","2019","54","24","2","20","75","48",".218","0.711","67","188","9",6.5,47.9
"Báez, Javier","595879","2019","78","38","4","29","156","28",".281","0.847","85","282","11",12.7,41.9
"Lindor, Francisco","596019","2019","96","40","2","32","98","46",".284","0.853","74","310","22",7.5,47.7
"Odor, Rougned","596059","2019","46","30","1","30","178","52",".205","0.722","93","229","11",13.6,47.4
"Story, Trevor","596115","2019","95","38","5","35","174","58",".294","0.917","85","326","23",8.6,46.8
"Vogelbach, Daniel","596129","2019","49","17","0","30","149","92",".208","0.780","76","203","0",10.5,45.9
"Kepler, Max","596146","2019","64","32","0","36","99","60",".252","0.855","90","272","1",8.9,46.8
"Bradley Jr., Jackie","598265","2019","59","28","3","21","155","56",".225","0.738","62","208","8",9.6,48.6
"Núñez, Renato","600524","2019","77","24","0","31","143","44",".244","0.771","90","249","1",10.7,44.7
"Ahmed, Nick","605113","2019","83","33","6","19","113","52",".254","0.753","82","243","8",6.6,48.6
"Anderson, Brian","605119","2019","66","33","1","20","114","44",".261","0.810","66","215","5",8.9,47
"Bell, Josh","605137","2019","69","37","3","37","118","74",".277","0.936","116","300","0",12.7,41.6
"Betts, Mookie","605141","2019","102","40","5","29","101","97",".295","0.915","80","313","16",10.3,48.1
"Smith, Mallex","605480","2019","82","19","9","6","141","42",".227","0.635","37","171","46",2.2,50.4
"Arcia, Orlando","606115","2019","78","16","1","15","109","43",".223","0.633","59","173","8",4.3,49.2
"Marte, Ketel","606466","2019","110","36","9","32","86","53",".329","0.981","92","337","10",9.3,45.4
"Turner, Trea","607208","2019","94","37","5","19","113","43",".298","0.850","57","259","35",6.8,46.3
"Pillar, Kevin","607680","2019","97","37","3","21","89","18",".259","0.719","88","264","14",4.9,44.9
"Ramírez, José","608070","2019","64","33","3","23","74","52",".255","0.806","83","231","24",6.3,47.2
"Bregman, Alex","608324","2019","84","37","2","41","83","119",".296","1.015","112","328","5",4.8,45.9
"Seager, Corey","608369","2019","69","44","1","19","98","44",".272","0.818","87","236","1",7.3,47.6
"Reyes, Franmil","614177","2019","67","19","0","37","156","47",".249","0.822","81","253","0",14.8,45.9
"Swanson, Dansby","621020","2019","75","26","3","17","124","51",".251","0.747","65","204","10",10.1,48.2
"Newman, Kevin","621028","2019","114","20","6","12","62","28",".308","0.799","64","220","16",2.1,47.3
"Olson, Matt","621566","2019","67","26","0","36","138","51",".267","0.896","91","263","0",14.5,48.8
"Alonso, Pete","624413","2019","70","30","2","53","183","72",".260","0.941","120","348","1",15.8,41.3
"Conforto, Michael","624424","2019","78","29","1","33","149","84",".257","0.857","92","271","7",11.9,45.3
"Frazier, Adam","624428","2019","104","33","7","10","75","40",".278","0.753","50","231","5",1.9,49.5
"Puig, Yasiel","624577","2019","92","30","2","24","133","44",".267","0.785","84","254","19",9.2,47.4
"Soler, Jorge","624585","2019","74","33","1","48","178","73",".265","0.923","117","335","3",16.9,45.6
"Meadows, Austin","640457","2019","85","29","7","33","131","54",".291","0.922","89","296","12",12.5,48.2
"Anderson, Tim","641313","2019","117","32","0","18","109","15",".335","0.865","56","253","17",5.1,47
"Bellinger, Cody","641355","2019","86","34","3","47","108","95",".305","1.035","115","351","15",12.7,46.1
"Dozier, Hunter","641531","2019","81","29","10","26","148","55",".279","0.870","84","273","2",10,47.1
"Mancini III, Trey","641820","2019","100","38","2","35","143","63",".291","0.899","97","322","1",10.3,45.7
"McMahon, Ryan","641857","2019","73","22","1","24","160","56",".250","0.779","83","216","5",9,47.9
"Rosario, Amed","642708","2019","125","30","7","15","124","31",".287","0.755","72","266","19",4.2,47.1
"Adames, Willy","642715","2019","89","25","1","20","153","46",".254","0.735","52","222","4",8.4,50
"Benintendi, Andrew","643217","2019","86","40","5","13","140","59",".266","0.774","68","233","10",8.1,45.5
"McNeil, Jeff","643446","2019","100","38","1","23","75","35",".318","0.915","75","271","5",4.8,47.8
"Albies, Ozzie","645277","2019","114","43","8","24","112","54",".295","0.852","86","320","15",6.6,45.7
"Robles, Victor","645302","2019","86","33","3","17","140","35",".255","0.745","65","229","28",4.8,48.3
"Devers, Rafael","646240","2019","111","54","4","32","119","48",".311","0.916","115","359","8",9,46.4
"Jiménez, Eloy","650391","2019","74","18","2","31","134","30",".267","0.828","79","240","0",12.8,43.2
"Torres, Gleyber","650402","2019","88","26","0","38","129","48",".278","0.872","90","292","5",10.1,46.5
"Chapman, Matt","656305","2019","70","36","3","36","147","73",".249","0.848","91","295","1",12.1,48.9
"Hoskins, Rhys","656555","2019","62","33","5","29","173","116",".226","0.818","85","259","2",9.7,47.5
"Schwarber, Kyle","656941","2019","62","29","3","38","156","70",".250","0.870","92","281","2",14.5,46.7
"DeJong, Paul","657557","2019","74","31","1","30","149","62",".233","0.762","78","259","9",8.6,49.9
"Moncada, Yoán","660162","2019","97","34","5","25","154","40",".315","0.915","79","280","10",12.2,48.3
"Acuña Jr., Ronald","660670","2019","110","22","2","41","188","76",".280","0.883","101","324","37",15,48.2
"Fletcher, David","664058","2019","133","30","4","6","64","55",".290","0.734","49","229","8",0.2,52.5
"Guerrero Jr., Vladimir","665489","2019","83","26","2","15","91","46",".272","0.772","69","201","0",7.7,44.4
"Soto, Juan","665742","2019","82","32","5","34","132","108",".282","0.949","110","297","12",12.3,44.1
"Reynolds, Bryan","668804","2019","97","37","4","16","121","46",".314","0.880","68","247","3",6.7,44.8
"Cabrera, Miguel","408234","2021","90","16","0","15","118","40",".256","0.702","75","182","0",8.3,49.3
"Cruz Jr., Nelson","443558","2021","82","21","1","32","126","51",".265","0.831","86","255","3",13.6,46.8
"Peralta, David","444482","2021","80","30","8","8","92","46",".259","0.727","63","196","2",5,49.1
"Blackmon, Charlie","453568","2021","97","25","4","13","91","54",".270","0.762","78","211","3",7,50.7
"McCutchen, Andrew","457705","2021","55","24","1","27","132","81",".222","0.778","80","214","6",9,50.6
"Turner, Justin","457759","2021","99","22","0","27","98","61",".278","0.832","87","251","3",7.9,49.2
"Votto, Joey","458015","2021","59","23","1","36","127","77",".266","0.938","99","252","1",17.2,47.8
"Andrus, Elvis","462101","2021","91","25","2","3","81","31",".243","0.614","37","159","12",2.1,49.9
"Santana, Carlos","467793","2021","87","15","0","19","102","86",".214","0.661","69","193","2",6.8,46.9
"Lowrie, Jed","476704","2021","70","28","0","14","108","49",".245","0.716","69","182","0",9.3,51.6
"Brantley Jr., Michael","488726","2021","106","29","3","8","53","33",".311","0.799","47","205","1",5.8,51.3
"Gurriel Jr., Yuli","493329","2021","123","31","0","15","68","59",".319","0.845","81","245","1",3.4,46.2
"Rojas, Miguel","500743","2021","89","30","3","9","74","37",".265","0.714","48","194","13",2.8,48.3
"Escobar, Eduardo","500871","2021","80","26","5","28","124","48",".253","0.786","90","259","1",8.9,47.5
"Pham, Tommy","502054","2021","68","24","2","15","128","78",".229","0.723","49","182","14",10,50.4
"Martinez, J.D.","502110","2021","90","42","3","28","150","55",".286","0.867","99","295","0",12.5,48
"Goldschmidt, Paul","502671","2021","108","36","2","31","136","67",".294","0.879","99","310","12",13.6,48.4
"Altuve, Jose","514888","2021","103","32","1","31","91","66",".278","0.839","83","294","5",6.4,46.6
"Hernández, César","514917","2021","88","21","2","21","135","59",".232","0.694","62","220","1",6.8,49.8
"Segura, Jean","516416","2021","105","27","3","14","78","39",".290","0.784","58","224","9",5.9,50.7
"Marte, Starling","516782","2021","103","27","3","12","99","43",".310","0.841","55","214","47",8.4,47.4
"Donaldson, Josh","518626","2021","61","26","0","26","114","74",".247","0.827","72","217","0",17.4,47.4
"Freeman, Freddie","518692","2021","122","25","2","31","107","85",".300","0.896","83","302","8",11.5,49.1
"LeMahieu, DJ","518934","2021","125","24","1","10","94","73",".268","0.711","57","216","4",3.7,50.6
"Rizzo, Anthony","519203","2021","75","23","3","22","87","52",".248","0.784","61","218","6",7.7,48.9
"Stanton, Giancarlo","519317","2021","85","19","0","35","157","63",".273","0.870","97","263","0",15.7,45.6
"Perez, Salvador","521692","2021","97","24","0","48","170","28",".273","0.860","121","337","1",16.3,41.8
"García, Avisaíl","541645","2021","74","18","0","29","121","38",".262","0.820","86","226","8",12.2,46.6
"Villar, Jonathan","542340","2021","75","18","2","18","132","46",".249","0.738","42","189","14",7.4,46.9
"Aguilar, Jesús","542583","2021","72","23","0","22","93","46",".261","0.788","93","206","0",8.5,47.9
"Crawford, Brandon","543063","2021","87","30","3","24","105","56",".298","0.895","90","252","11",11.5,47.8
"Cron, C.J.","543068","2021","72","31","1","28","117","60",".281","0.905","92","249","1",11.5,45.8
"Grossman, Robbie","543257","2021","84","23","3","23","155","98",".239","0.772","67","231","20",7.6,47.5
"Harrison, Josh","543281","2021","98","33","2","8","75","31",".279","0.741","60","202","9",4.4,50.2
"Hosmer, Eric","543333","2021","97","28","0","12","99","48",".269","0.732","65","201","5",5.8,46.9
"Semien, Marcus","543760","2021","87","39","2","45","146","66",".265","0.872","102","351","15",9.8,49.2
"Grichuk, Randal","545341","2021","75","25","1","22","114","27",".241","0.704","81","216","0",8.5,48.3
"Harper, Bryce","547180","2021","73","42","1","35","134","100",".309","1.044","84","300","13",18.1,44.9
"Abreu, José","547989","2021","86","30","2","30","143","61",".261","0.832","117","272","1",10.2,47.3
"Suárez, Eugenio","553993","2021","46","23","0","31","171","56",".198","0.714","79","216","0",15,47.4
"Schoop, Jonathan","570731","2021","120","30","1","22","133","37",".278","0.755","84","271","2",6.8,48.3
"Arenado, Nolan","571448","2021","80","34","3","34","96","50",".255","0.806","105","293","2",6.7,46.3
"Farmer, Kyle","571657","2021","87","22","2","16","97","22",".263","0.732","63","201","2",4.3,48.4
"Haniger, Mitch","571745","2021","93","23","2","39","169","54",".253","0.803","100","301","1",12.6,48.5
"Hernández, Enrique","571771","2021","69","35","3","20","110","61",".250","0.786","60","228","1",8.4,47.1
"Muncy, Max","571970","2021","60","26","2","36","120","83",".249","0.895","94","262","2",16.1,49.1
"Seager, Kyle","572122","2021","63","29","1","35","161","59",".212","0.723","101","264","3",12.3,47.2
"Taylor, Michael A.","572191","2021","89","16","1","12","144","33",".244","0.653","54","172","14",6.6,47.8
"Yastrzemski, Mike","573262","2021","49","28","3","25","131","51",".224","0.768","71","214","4",10.3,51
"Iglesias, Jose","578428","2021","93","27","2","9","75","21",".271","0.700","48","189","5",3.4,46.3
"Bryant, Kris","592178","2021","77","32","2","25","135","62",".265","0.834","73","247","10",10.3,47
"Canha, Mark","592192","2021","77","22","4","17","128","77",".231","0.745","61","201","12",7.1,48.7
"Castellanos, Nick","592206","2021","91","38","1","34","121","41",".309","0.938","100","306","3",10.6,44
"Judge, Aaron","592450","2021","95","24","0","39","158","75",".287","0.917","98","299","6",17.6,44.4
"Machado, Manny","592518","2021","96","31","2","28","102","63",".278","0.836","106","276","12",13.3,46.3
"Realmuto, J.T.","592663","2021","79","25","4","17","129","48",".263","0.782","73","209","13",8.6,48
"Renfroe, Hunter","592669","2021","71","33","0","31","130","44",".259","0.816","96","261","1",14.4,47
"Merrifield, Whit","593160","2021","129","42","3","10","103","40",".277","0.712","74","262","40",3.5,49.6
"Bogaerts, Xander","593428","2021","98","34","1","23","113","62",".295","0.863","79","261","5",9.7,46.7
"Polanco, Jorge","593871","2021","88","35","2","33","118","45",".269","0.826","98","296","11",10.1,48.7
"Sanó, Miguel","593934","2021","51","24","0","30","183","59",".223","0.778","75","219","2",17.7,45.7
"Duvall, Adam","594807","2021","60","17","2","38","174","35",".228","0.772","113","252","5",16.1,48.5
"Báez, Javier","595879","2021","82","18","2","31","184","28",".265","0.813","87","248","18",13.4,39.5
"Lindor, Francisco","596019","2021","65","16","3","20","96","58",".230","0.734","63","186","10",8.2,47.4
"Story, Trevor","596115","2021","69","34","5","24","139","53",".251","0.800","75","248","20",9.9,47.2
"Candelario, Jeimer","600869","2021","90","42","3","16","135","65",".271","0.794","67","247","0",9,46.7
"Bell, Josh","605137","2021","78","24","1","27","101","65",".261","0.823","88","237","0",8.8,45.6
"Betts, Mookie","605141","2021","68","29","3","23","86","68",".264","0.854","58","227","10",7.8,48.6
"Tapia, Raimel","606132","2021","99","26","2","6","70","40",".273","0.699","50","181","20",2.1,50.7
"Hernández, Teoscar","606192","2021","102","29","0","32","148","36",".296","0.870","116","288","12",13.9,46.9
"Turner, Trea","607208","2021","130","34","3","28","110","41",".328","0.911","77","319","32",7.4,49.5
"Ramírez, José","608070","2021","74","32","5","36","87","72",".266","0.893","103","297","27",11.1,46.8
"Gallo, Joey","608336","2021","47","13","1","38","213","111",".199","0.809","77","228","6",18.5,47.3
"Swanson, Dansby","621020","2021","84","33","2","27","167","52",".248","0.760","88","264","9",11.4,49.7
"Newman, Kevin","621028","2021","87","22","3","5","41","27",".226","0.574","39","160","6",1.6,50
"Taylor, Chris","621035","2021","80","25","4","20","167","63",".254","0.782","73","222","13",10.2,51.1
"Correa, Carlos","621043","2021","94","34","1","26","116","75",".279","0.851","92","269","0",9.4,47.4
"Olson, Matt","621566","2021","79","35","0","39","113","88",".271","0.911","111","305","4",12.7,48.2
"Alonso, Pete","624413","2021","80","27","3","37","127","60",".262","0.863","94","291","3",14.8,46.2
"Frazier, Adam","624428","2021","130","36","5","5","69","48",".305","0.779","43","237","10",1,51.4
"Soler, Jorge","624585","2021","61","27","0","27","142","67",".223","0.748","70","223","0",12.7,46.4
"Cronenworth, Jake","630105","2021","90","33","7","21","90","55",".266","0.800","71","261","4",7.2,50.4
"Meadows, Austin","640457","2021","62","29","3","27","122","59",".234","0.773","106","237","4",8.7,47.1
"Anderson, Tim","641313","2021","115","29","2","17","119","22",".309","0.807","61","247","18",7.8,49.4
"Crawford, J.P.","641487","2021","123","37","0","9","114","58",".273","0.714","54","233","3",2.4,53.2
"Dozier, Hunter","641531","2021","56","27","6","16","154","43",".216","0.679","54","192","5",8.8,46.8
"Mancini III, Trey","641820","2021","87","33","1","21","143","51",".255","0.758","71","240","0",10.4,46.4
"McMahon, Ryan","641857","2021","78","32","1","23","147","59",".254","0.780","86","237","6",7.3,50
"O'Neill, Tyler","641933","2021","76","26","2","34","168","38",".286","0.912","80","270","15",17.9,48
"Rosario, Amed","642708","2021","113","25","6","11","120","31",".282","0.730","57","225","13",2.8,48.6
"Adames, Willy","642715","2021","72","32","1","25","156","57",".262","0.818","73","239","5",11.4,47.7
"Benintendi, Andrew","643217","2021","90","27","2","17","97","36",".276","0.766","73","218","8",8.9,51.2
"Kiner-Falefa, Isiah","643396","2021","136","25","3","8","90","28",".271","0.669","53","227","20",1.8,49.6
"Albies, Ozzie","645277","2021","86","40","7","30","128","47",".259","0.798","106","307","20",9.3,47
"Devers, Rafael","646240","2021","89","37","1","38","143","62",".279","0.890","113","318","5",15,46.8
"Urías, Luis","649966","2021","73","25","1","23","116","63",".249","0.790","75","218","5",9.3,49.4
"Torres, Gleyber","650402","2021","88","22","0","9","104","50",".259","0.697","51","168","14",7.8,49.9
"Díaz, Yandy","650490","2021","85","20","1","13","85","69",".256","0.740","64","180","1",7,49.4
"Chapman, Matt","656305","2021","66","15","3","27","202","80",".210","0.717","72","213","3",13.7,49.9
"Mullins II, Cedric","656775","2021","103","37","5","30","125","59",".291","0.878","59","312","30",8.1,50
"Smith, Pavin","656976","2021","91","27","4","11","106","42",".267","0.732","49","201","1",5.1,51.4
"Verdugo, Alex","657077","2021","110","32","2","13","96","51",".289","0.777","63","232","6",7.3,51
"Moncada, Yoán","660162","2021","89","33","1","14","157","84",".263","0.787","61","214","3",8.2,47.5
"Ohtani, Shohei","660271","2021","58","26","8","46","189","96",".257","0.964","100","318","26",22.3,43.5
"Riley, Austin","663586","2021","112","33","1","33","168","52",".303","0.898","107","313","0",13.3,46.4
"Mountcastle, Ryan","663624","2021","79","23","1","33","161","41",".255","0.796","89","260","4",11.8,44.8
"Tucker, Kyle","663656","2021","79","37","3","30","90","53",".294","0.916","92","282","14",11.6,48
"India, Jonathan","663697","2021","86","34","2","21","141","71",".269","0.835","69","244","12",9.6,48.7
"Grisham, Trent","663757","2021","66","28","3","15","119","54",".242","0.740","62","191","13",5.2,50.7
"Lowe, Nathaniel","663993","2021","102","24","3","18","162","80",".264","0.772","72","231","8",9.5,50.1
"Happ, Ian","664023","2021","59","20","1","25","156","62",".226","0.757","66","202","9",10.9,48.8
"France, Ty","664034","2021","115","32","1","18","106","46",".291","0.813","73","254","0",6.8,48.2
"Lowe, Brandon","664040","2021","62","31","0","39","167","68",".247","0.863","99","280","7",14,46.6
"Fletcher, David","664058","2021","132","27","3","2","60","31",".262","0.621","47","203","15",0,54
"Straw, Myles","664702","2021","119","29","1","4","121","67",".271","0.697","48","196","30",1.3,52.5
"Walsh, Jared","665120","2021","83","34","1","29","152","48",".277","0.849","98","270","2",11.3,48
"Tatis Jr., Fernando","665487","2021","62","31","0","42","153","62",".282","0.975","97","292","25",21.3,44
"Guerrero Jr., Vladimir","665489","2021","110","29","1","48","110","86",".311","1.002","111","363","4",15.1,46.3
"Soto, Juan","665742","2021","106","20","2","29","93","145",".313","0.999","95","268","9",13.3,47.8
"Chisholm Jr., Jazz","665862","2021","73","20","4","18","145","34",".248","0.728","53","197","23",9,47.9
"Bichette, Bo","666182","2021","131","30","1","29","137","40",".298","0.827","102","310","25",9.9,47.5
"Carlson, Dylan","666185","2021","91","31","4","18","152","57",".266","0.780","65","237","2",7,48.7
"García, Adolis","666969","2021","82","26","2","31","194","32",".243","0.740","90","264","16",11.5,47.3
"Gurriel Jr., Lourdes","666971","2021","87","28","2","21","102","32",".276","0.785","84","233","1",9.6,48.7
"Arozarena, Randy","668227","2021","90","32","3","20","170","56",".274","0.815","69","243","20",8.2,46.6
"Reynolds, Bryan","668804","2021","102","35","8","24","119","75",".302","0.912","90","292","5",10.4,47.7
"Rojas, Josh","668942","2021","82","32","3","11","137","58",".264","0.752","44","199","9",4.8,50.5
